L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,"IC50Dark,μM","IC50Dark,μM_clean","IC50Light,μM","IC50Light,μM_clean","λex,nm",Cell_line,"Time,h",DOI,Year
[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,Cn1[c-][n+](Cn2[c-][n+](C)cc2)cc1,,[Cl-],Ir1,"1,5 ± 0,07","1,5",,,,U87,48,10.1016/j.jinorgbio.2019.110976,2020
[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,Cn1[c-][n+](Cn2[c-][n+](C)cc2)cc1,,[Cl-],Ir1,"12,4 ± 1,2","12,4",,,,LO2,48,10.1016/j.jinorgbio.2019.110976,2020
[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,CCCCn1[c-][n+](Cn2[c-][n+](CCCC)cc2)cc1,,[Cl-],Ir2,"2,3 ± 0,3","2,3",,,,A549,48,10.1016/j.jinorgbio.2019.110976,2020
[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,CCCCn1[c-][n+](Cn2[c-][n+](CCCC)cc2)cc1,,[Cl-],Ir2,"2,8 ± 0,3","2,8",,,,A549R,48,10.1016/j.jinorgbio.2019.110976,2020
[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,CCCCn1[c-][n+](Cn2[c-][n+](CCCC)cc2)cc1,,[Cl-],Ir2,"2,7 ± 0,2","2,7",,,,HeLa,48,10.1016/j.jinorgbio.2019.110976,2020
[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,CCCCn1[c-][n+](Cn2[c-][n+](CCCC)cc2)cc1,,[Cl-],Ir2,"3,9 ± 0,05","3,9",,,,U87,48,10.1016/j.jinorgbio.2019.110976,2020
[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,CCCCn1[c-][n+](Cn2[c-][n+](CCCC)cc2)cc1,,[Cl-],Ir2,"17,8 ± 1,5","17,8",,,,LO2,48,10.1016/j.jinorgbio.2019.110976,2020
Cc1c(C)c(C)[c-](C)c1C,Cn1[c-][n+](Cc2[c-]cccc2)cc1,[Cl-],,,1,"11,8 ± 1,2","11,8",,,,A549,24,10.1016/j.jinorgbio.2018.09.009,2018
Cc1c(C)c(C)[c-](C)c1C,Cn1[c-][n+](Cc2[c-]cccc2)c2ccccc21,[Cl-],,,2,"5,9 ± 0,4","5,9",,,,A549,24,10.1016/j.jinorgbio.2018.09.009,2018
Cc1c(C)c(C)[c-](C)c1C,Cn1[c-][n+](C(c2[c-]cccc2)c2ccccc2)cc1,[Cl-],,,3,"4,6 ± 0,2","4,6",,,,A549,24,10.1016/j.jinorgbio.2018.09.009,2018
Cc1c(C)c(C)[c-](C)c1C,Cn1[c-][n+](C(c2[c-]cccc2)c2ccccc2)c2ccccc21,[Cl-],,,4,"3,9 ± 0,7","3,9",,,,A549,24,10.1016/j.jinorgbio.2018.09.009,2018
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C/C(=N\c1c(C(C)C)cccc1C(C)C)[n+]1[c-]n(C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir1,"4,21 ± 0,3","4,21",,,,A549,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,CCn1[c-][n+](/C(C)=N/c2c(C(C)C)cccc2C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir2,"3,25 ± 0,2","3,25",,,,A549,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C/C(=N\c1c(C(C)C)cccc1C(C)C)[n+]1[c-]n(C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir3,"1,84 ± 0,1","1,84",,,,A549,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C/C(=N\c1c(C)cccc1C)[n+]1[c-]n(C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir4,"4,39 ± 0,1","4,39",,,,A549,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,CCn1[c-][n+](/C(C)=N/c2c(C)cccc2C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir5,"2,67 ± 0,1","2,67",,,,A549,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C/C(=N\c1c(C)cccc1C)[n+]1[c-]n(C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir6,"0,85 ± 0,2","0,85",,,,A549,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C/C(=N\c1c(C(C)C)cccc1C(C)C)[n+]1[c-]n(C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir1,"3,58 ± 0,3","3,58",,,,BEAS-2B,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,CCn1[c-][n+](/C(C)=N/c2c(C(C)C)cccc2C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir2,"2,03 ± 0,2","2,03",,,,BEAS-2B,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C/C(=N\c1c(C(C)C)cccc1C(C)C)[n+]1[c-]n(C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir3,"0,60 ± 0,3","0,6",,,,BEAS-2B,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C/C(=N\c1c(C)cccc1C)[n+]1[c-]n(C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir4,"3,43 ± 0,1","3,43",,,,BEAS-2B,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,CCn1[c-][n+](/C(C)=N/c2c(C)cccc2C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir5,"1,21 ± 0,3","1,21",,,,BEAS-2B,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C/C(=N\c1c(C)cccc1C)[n+]1[c-]n(C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,Ir6,"4,60 ± 0,5","4,6",,,,BEAS-2B,24,10.1016/j.jinorgbio.2018.11.007,2019
Cc1c(C)c(C)[c-](C)c1C,c1cnc2c(c1)ccc1cccnc12,[Cl-],,F[P-](F)(F)(F)(F)F,Ir1,>100,>100,,,,A549,24,10.1002/cbic.202000511,2020
Cc1c(C)c(C)[c-](C)c1C,c1cnc2c(c1)ccc1cccnc12,[Br-],,F[P-](F)(F)(F)(F)F,Ir2,>100,>100,,,,A549,24,10.1002/cbic.202000511,2020
Cc1c(C)c(C)[c-](C)c1C,c1cnc2c(c1)ccc1cccnc12,[I-],,F[P-](F)(F)(F)(F)F,Ir3,>100,>100,,,,A549,24,10.1002/cbic.202000511,2020
Cc1c(C)c(C)[c-](C)c1C,c1cnc2c(c1)ccc1cccnc12,c1ccncc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir4,>100,>100,,,,A549,24,10.1002/cbic.202000511,2020
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,c1cnc2c(c1)ccc1cccnc12,[Cl-],,F[P-](F)(F)(F)(F)F,Ir5,"11,1±1,2","11,1",,,,A549,24,10.1002/cbic.202000511,2020
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,c1cnc2c(c1)ccc1cccnc12,[Br-],,F[P-](F)(F)(F)(F)F,Ir6,"16,9±0,2","16,9",,,,A549,24,10.1002/cbic.202000511,2020
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,c1cnc2c(c1)ccc1cccnc12,[I-],,F[P-](F)(F)(F)(F)F,Ir7,"25,3±0,1","25,3",,,,A549,24,10.1002/cbic.202000511,2020
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,c1cnc2c(c1)ccc1cccnc12,c1ccncc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir8,"4,4±1,2","4,4",,,,A549,24,10.1002/cbic.202000511,2020
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,c1cnc2c(c1)ccc1cccnc12,[Cl-],,F[P-](F)(F)(F)(F)F,Ir5,"21,1±0,6","21,1",,,,BEAS-2B,24,10.1002/cbic.202000511,2020
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,c1cnc2c(c1)ccc1cccnc12,c1ccncc1,,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,Ir8,"6,3±0,8","6,3",,,,BEAS-2B,24,10.1002/cbic.202000511,2020
Cc1c(C)c(C)[c-](C)c1C,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4ccccn4)c3)cc2)c2ccccc2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,3.56±0.5,"3,56",,,,A549,24,10.1002/cbic.201900268,2019
Cc1c(C)c(C)[c-](C)c1C,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccn4)c3)cc2)c2ccccc2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,2,17.27±0.1,"17,27",,,,A549,24,10.1002/cbic.201900268,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4ccccn4)c3)cc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,3,32.73±0.5,"32,73",,,,A549,24,10.1002/cbic.201900268,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccn4)c3)cc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,4,>100,>100,,,,A549,24,10.1002/cbic.201900268,2019
Cc1c(C)c(C)[c-](C)c1C,c1ccc(-c2ccccn2)nc1,[Cl-],,F[P-](F)(F)(F)(F)F,5,>100,>100,,,,A549,24,10.1002/cbic.201900268,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,6,40.33±0.8,"40,33",,,,A549,24,10.1002/cbic.201900268,2019
Cc1c(C)c(C)[c-](C)c1C,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4ccccn4)c3)cc2)c2ccccc2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,6.31±0.9,"6,31",,,,BEAS-2B,24,10.1002/cbic.201900268,2019
Cc1c(C)c(C)[c-](C)c1C,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccn4)c3)cc2)c2ccccc2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,2,20.52±1.4,"20,52",,,,BEAS-2B,24,10.1002/cbic.201900268,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4ccccn4)c3)cc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,3,40.38±0.3,"40,38",,,,BEAS-2B,24,10.1002/cbic.201900268,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccn4)c3)cc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,4,>100,>100,,,,BEAS-2B,24,10.1002/cbic.201900268,2019
Cc1c(C)c(C)[c-](C)c1C,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4ccccn4)c3)cc2)c2ccccc2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,6.61±0.2,"6,61",,,,16HBE,24,10.1002/cbic.201900268,2019
Cc1c(C)c(C)[c-](C)c1C,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccn4)c3)cc2)c2ccccc2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,2,35.10±0.7,"35,1",,,,16HBE,24,10.1002/cbic.201900268,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4ccccn4)c3)cc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,3,35.10±0.7,"35,1",,,,16HBE,24,10.1002/cbic.201900268,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(C(=C(c2ccccc2)c2ccc(-c3ccnc(-c4cc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)ccn4)c3)cc2)c2ccccc2)cc1,,F[P-](F)(F)(F)(F)F,4,>100,>100,,,,16HBE,24,10.1002/cbic.201900268,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,F[P-](F)(F)(F)(F)F,Ir1,"89,6±3,7","89,6","53,3±4,5","53,3",465,A549,48,10.1002/anie.201813002,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,F[P-](F)(F)(F)(F)F,Ir1,"83,5±3,7","83,5","54,8±2,6","54,8",465,HepG2,48,10.1002/anie.201813002,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,F[P-](F)(F)(F)(F)F,Ir1,"75,6±4,1","75,6","56,2±1,5","56,2",465,A549R,48,10.1002/anie.201813002,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,F[P-](F)(F)(F)(F)F,Ir1,"90,6±1,7","90,6","76,9±1,6","76,9",465,MRC-5,48,10.1002/anie.201813002,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,O=C(OCCN1C(=O)C=CC1=O)c1cccnc1,F[P-](F)(F)(F)(F)F,Ir1,"89,3±2,3","89,3","76,5±0,9","76,5",465,LO2,48,10.1002/anie.201813002,2019
[c-]1ccccc1-c1nnc(-c2ccccc2)nn1,[c-]1ccccc1-c1nnc(-c2ccccc2)nn1,NCCN,,[Cl-],1,"15,64 ± 0,43","15,64","13,25 ± 1,44","13,25",450,HeLa,24,10.1002/anie.202116078,2022
[c-]1ccccc1-c1nnc(-c2ccccc2)nn1,[c-]1ccccc1-c1nnc(-c2ccccc2)nn1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,,[Cl-],2,"13,41 ± 0,90","13,41","10,11 ± 1,92","10,11",450,HeLa,24,10.1002/anie.202116078,2022
[c-]1ccccc1-c1nnc(-c2ccccc2)nn1,[c-]1ccccc1-c1nnc(-c2ccccc2)nn1,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,,[Cl-],3,"6,38 ± 0,17","6,38","6,94 ± 1,21","6,94",450,HeLa,24,10.1002/anie.202116078,2022
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCNC(=O)c1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,1c,14.6±1.5,"14,6",,,,HeLa,48,10.1002/chem.201000474,2010
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,CCNC(=O)c1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,2c,4.1±0.4,"4,1",,,,HeLa,48,10.1002/chem.201000474,2010
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CC(C)(C)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(C)(C)C)c1,,[Cl-],Ir1,"12,8","12,8","0,3","0,3",465,HeLa,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir2,"23,8","23,8","0,03","0,03",465,HeLa,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CN(C)c1ccc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc1,,[Cl-],Ir3,"2,3","2,3","0,1","0,1",465,HeLa,48,10.1002/chem.202103346,2021
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir4,"1,8","1,8","1,1","1,1",465,HeLa,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CC(C)(C)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(C)(C)C)c1,,[Cl-],Ir1,"12,8","12,8","0,4","0,4",525,HeLa,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir2,"23,8","23,8","0,1","0,1",525,HeLa,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CN(C)c1ccc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc1,,[Cl-],Ir3,"2,3","2,3","0,3","0,3",525,HeLa,48,10.1002/chem.202103346,2021
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir4,"1,8","1,8","0,6","0,6",525,HeLa,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CC(C)(C)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(C)(C)C)c1,,[Cl-],Ir1,>100,>100,"1,3","1,3",465,B16,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir2,"37,7","37,7","1,1","1,1",465,B16,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CN(C)c1ccc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc1,,[Cl-],Ir3,"9,8","9,8","0,4","0,4",465,B16,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CC(C)(C)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(C)(C)C)c1,,[Cl-],Ir1,"1,8","1,8","0,02","0,02",465,A431,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir2,"3,8","3,8","0,01","0,01",465,A431,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CN(C)c1ccc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc1,,[Cl-],Ir3,"0,1","0,1","0,003","0,003",465,A431,48,10.1002/chem.202103346,2021
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir4,"1,5","1,5","0,1","0,1",465,A431,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CC(C)(C)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(C)(C)C)c1,,[Cl-],Ir1,"1,8","1,8","0,1","0,1",525,A431,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir2,"3,8","3,8","0,01","0,01",525,A431,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CN(C)c1ccc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc1,,[Cl-],Ir3,"0,1","0,1","0,01","0,01",525,A431,48,10.1002/chem.202103346,2021
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir4,"1,5","1,5","0,2","0,2",525,A431,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CC(C)(C)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(C)(C)C)c1,,[Cl-],Ir1,"14,3","14,3",1,1,465,NP69,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,FC(F)(F)c1cc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc(C(F)(F)F)c1,,[Cl-],Ir2,"11,9","11,9","0,5","0,5",465,NP69,48,10.1002/chem.202103346,2021
CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CCN(CC)c1ccc2[c-]c(-c3nc4ccccc4s3)c(=O)oc2c1,CN(C)c1ccc(-c2cc(-c3cccnc3)nc(-c3ccccn3)c2)cc1,,[Cl-],Ir3,"1,1","1,1","0,4","0,4",465,NP69,48,10.1002/chem.202103346,2021
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir-NH2,3.1±0.3,"3,1",,,,AGS,48,10.1002/ange.201915828,2020
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir-NH2,3.3±0.2 ,"3,3",,,,MKN-28,48,10.1002/ange.201915828,2020
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir-NH2,3.2±0.2,"3,2",,,,HepG2,48,10.1002/ange.201915828,2020
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir-NH2,2.7±0.2,"2,7",,,,A549,48,10.1002/ange.201915828,2020
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir-NH2,1.2±0.1,"1,2",,,,SW620,48,10.1002/ange.201915828,2020
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir-NH2,4.8±0.2,"4,8",,,,LO2,48,10.1002/ange.201915828,2020
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir-NH2,3.0±0.2,3,,,,GES-1,48,10.1002/ange.201915828,2020
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1ccnc(-c2ccccn2)c1,,[Cl-],Ir-NH2,3.4±0.2,"3,4",,,,MCF-10A,48,10.1002/ange.201915828,2020
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1ccc(Nc2ccnc(-c3ccccn3)c2)cc1O,,[Cl-],Ferrilidium,9.2±0.6,"9,2",,,,AGS,48,10.1002/ange.201915828,2020
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Oc1ccc(Nc2ccnc(-c3ccccn3)c2)cc1O,,[Cl-],Ferrilidium,11.3±0.8,"11,3",,,,MKN-28,48,10.1002/ange.201915828,2020
