smiles,Name,LigandSmiles,Metal,bondorder,oxidation_states,classification
[O-]C1=O->[Zn+2]234(<-O=C([O-])c5cccc1n->25)<-n1c(-c2[nH]c5ccccc5n->32)cccc1-c1[nH]c2ccccc2n->41,OYAKAB,O=C(O)c1cccc(C(=O)O)n1.c1cc(-c2nc3ccccc3[nH]2)nc(-c2nc3ccccc3[nH]2)c1,Zn,6.0,+2,1
[O-]C1=O->[Ni+2]2(<-O=C([O-])c3cccc1n->23)<-n1c(CO)cccc1CO,BEZDIV,O=C(O)c1cccc(C(=O)O)n1.OCc1cccc(CO)n1,Ni,6.0,+2,1
Cc1cc(C)n2->[Zn+2]345(<-O=C([O-])C(n12)n1c(C)cc(C)n->31)<-O=C([O-])C(n1c(C)cc(C)n->41)n1c(C)cc(C)n->51,ATOTOU,Cc1cc(C)n(C(C(=O)O)n2nc(C)cc2C)n1.Cc1cc(C)n(C(C(=O)O)n2nc(C)cc2C)n1,Zn,6.0,+2,1
O=Cc1c[nH]cn1->[Zn+2]12(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)<-n1c[nH]cc1C=O,VOBXER,O=Cc1c[nH]cn1.O=Cc1c[nH]cn1.O=[N+]([O-])O.O=[N+]([O-])O,Zn,6.0,+2,1
CCOC(=O)[C-]1(Cc2ccc3cccc4[O-]->[Pd+2]<-1(<-NC(C)c1ccccc1)<-n2c43)C(C)=O,YIGPIN,CC(N)c1ccccc1.CCOC(=O)C(Cc1ccc2cccc(O)c2n1)C(C)=O,Pd,4.0,+2,1
CC([N-2]->[Zr+2]1234567(<-C=C->1C->2=C->3)<-C1(=[Si](C)C)C->4(C)=C->5(C)C->6(C)=C->71C)c1cccc2ccccc12,MEFQAP,C=CC=C.Cc1c(C)c(C)c([Si](C)(C)NC(C)c2cccc3ccccc23)c1C,Zr,10.0,+2,1
COC(=O)C1=S->[Ru+2]23456(<-[S-]C1=C([O-])OC)<-c1(C)c->2(C)c->3(C)c->4(C)c->5(C)c->61C,KAMDEI,COC(=O)C(S)=C(S)C(=O)OC.Cc1c(C)c(C)c(C)c(C)c1C,Ru,8.0,+2,1
CCN(CC)C1=C[C-]2[O-]->[Ni+2]3(<-N=C(C#N)C(C#N)=N->3C=C2C=C1)<-NC(C)c1ccccc1,PALZOS,CC(N)c1ccccc1.CCN(CC)c1ccc(C=NC(C#N)=C(N)C#N)c(O)c1,Ni,4.0,+2,1
C1c2ccccc2[O-]->[Zn+2]234(<-[O-]c5ccccc5C=N->2Nc2ccccn->32)<-N=1Nc1ccccn->41,FEVFAQ,Oc1ccccc1C=NNc1ccccn1.Oc1ccccc1C=NNc1ccccn1,Zn,6.0,+2,1
CN1CCCCCCCCCCN(C)N2=Cc3ccccc3[O-]->[Pt+2]<-23<-[O-]c2ccccc2C=N->31,EZOTEU,CN(CCCCCCCCCCN(C)N=Cc1ccccc1O)N=Cc1ccccc1O,Pt,4.0,+2,1
C1c2ccccc2[O-]->[Cd+2]234(<-[O-]c5ccccc5C=N->2Nc2ccccn->32)<-N=1Nc1ccccn->41,FEVDIW,Oc1ccccc1C=NNc1ccccn1.Oc1ccccc1C=NNc1ccccn1,Cd,6.0,+2,1
CC1=N([O-])->[Ni+2]2(<-NC1(C)C)<-NC(C)(C)C(C)=N->2O,VECYAE,CC(=NO)C(C)(C)N.CC(=NO)C(C)(C)N,Ni,4.0,+2,1
CC12CC3(C)OC(C)(CC(C)(O1)P3(c1ccccc1)->[Pd+2]1(<-[O-][O-]->1)<-P1(c3ccccc3)C3(C)CC4(C)OC(C)(CC1(C)O4)O3)O2,XACXAB,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2.CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2.OO,Pd,4.0,+2,1
CC(C)(C)P1(Cc2ccccc2CP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-12<-[O-][O-]->2)C(C)(C)C,IGIZUT,CC(C)(C)P(Cc1ccccc1CP(C(C)(C)C)C(C)(C)C)C(C)(C)C.OO,Pd,4.0,+2,1
CCOC(=O)C1=NN(->[Ru+2]234567(<-O=c8cccccc8[O-]->2)<-c2(C)c->3(C)c->4(C)c->5(C)c->6(C)c->72C)=NC1=C([O-])OCC,IMIDEO,CCOC(=O)c1nnnc1C(=O)OCC.Cc1c(C)c(C)c(C)c(C)c1C.O=C1C=CC=CC=C1O,Ru,9.0,+2,1
[O-][c-]1sc2cc3=S->[Ni+2]4(<-S=c3cc-2s1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1P->4(c1ccccc1)c1ccccc1,DABQII,O=c1sc2cc(S)c(S)cc2s1.c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,Ni,4.0,+2,1
COc1ccc(P(c2ccc(OC)cc2)(c2ccc(OC)cc2)->[Pd+2]23<-S=c4cccc[c-]4P->2(c2ccccc2)c2ccccc2[S-]->3)cc1,NEZRAM,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.Sc1ccccc1P(c1ccccc1)c1ccccc1S,Pd,4.0,+2,1
CP(c1ccccc1)(c1ccccc1)->[Ni+2]12<-S=c3cccc[c-]3P->1(c1ccccc1)c1ccccc1[S-]->2,OFAXIC,CP(c1ccccc1)c1ccccc1.Sc1ccccc1P(c1ccccc1)c1ccccc1S,Ni,4.0,+2,1
C=C[S-]->[Ru+2]123456(<-[S-]CCS->1C=C)<-c1(C)c->2(C)c->3(C)c->4(C)c->5(C)c->61C,TETKEI,C=CS.C=CSCCS.Cc1c(C)c(C)c(C)c(C)c1C,Ru,9.0,+2,1
CC(C)(C)c12->[Fe+2]34567(<-[H]C->3[Si](C)(C)[CH-]->4[Si](C)(C)C)<-c1c->5(C(C)(C)C)[c-]->6(C(C)(C)C)c->72,EDEZEU,CC(C)(C)c1cc(C(C)(C)C)c(C(C)(C)C)c1.C[Si](C)(C)C[Si](C)(C)C,Fe,6.0,+2,1
Fc1ccc(P(c2ccc(F)cc2)(c2ccc(F)cc2)->[Pd+2]23<-S=c4cccc[c-]4P->2(c2ccccc2)c2ccccc2[S-]->3)cc1,NEZREQ,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1.Sc1ccccc1P(c1ccccc1)c1ccccc1S,Pd,4.0,+2,1
[H]C[Si-](C)(C)->[Ru+2]123456(<-[CH-]=[N+](C(C)=N->1C(C)C)C(C)C)<-c1(C)c->2(C)c->3(C)c->4(C)c->5(C)c->61C,QUSBUB,CC(=NC(C)C)N(C)C(C)C.C[SiH](C)C.Cc1c(C)c(C)c(C)c(C)c1C,Ru,9.0,+2,1
Cc1ccc(S(=O)([O-])=N2C(c3ccccc3)C(N->[Ru+2]<-234567(<-[CH2-]C#N)<-c2(C)c->3(C)c->4(C)c->5(C)c->6(C)c->72C)c2ccccc2)cc1,NIDXAA,CC#N.Cc1c(C)c(C)c(C)c(C)c1C.Cc1ccc(S(=O)(=O)NC(c2ccccc2)C(N)c2ccccc2)cc1,Ru,9.0,+2,1
CN(C)c1ccccc1N(=c1cccc[c-]1N(C)C)->[Ni+2]12<-N(c3ccccc3N->1(C)C)=c1cccc[c-]1N->2(C)C,XESROE,CN(C)c1ccccc1Nc1ccccc1N(C)C.CN(C)c1ccccc1Nc1ccccc1N(C)C,Ni,5.0,+2,1
CC(C)[CH2-]->[Ni+2]12<-N(c3ccccc3N->1(C)C)=c1cccc[c-]1N->2(C)C,AKOPEW,CC(C)C.CN(C)c1ccccc1Nc1ccccc1N(C)C,Ni,4.0,+2,1
Cc1cc[c-](->[Pd+2]2(<-[C-](C)(C)C#N)<-P(c3ccccc3)(c3ccccc3)c3ccccc3P->2(c2ccccc2)c2ccccc2)cc1,PABKUZ,CC(C)C#N.Cc1ccccc1.c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,Pd,4.0,+2,1
CC[CH2-]->[Ni+2]12<-N(c3ccccc3N->1(C)C)=c1cccc[c-]1N->2(C)C,AKOPAS,CCC.CN(C)c1ccccc1Nc1ccccc1N(C)C,Ni,4.0,+2,1
Clc1ccc(P(c2ccc(Cl)cc2)(c2ccc(Cl)cc2)->[Pd+2]23<-S=c4cccc[c-]4P->2(c2ccccc2)c2ccccc2[S-]->3)cc1,NEZQUF,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1.Sc1ccccc1P(c1ccccc1)c1ccccc1S,Pd,4.0,+2,1
Cc12->[Ru+2]34567(<-NC(c8ccccc8)(c8ccccc8)c8cccc[c-]->38)(<-[n-]3ccc8ccccc83)<-c1(C)c->4(C)c->5(C)c->6(C)c->72C,SOTJUI,Cc1c(C)c(C)c(C)c(C)c1C.NC(c1ccccc1)(c1ccccc1)c1ccccc1.c1ccc2[nH]ccc2c1,Ru,9.0,+2,1
C[Si](C)(C)[S-]->[Ni+2]1(<-[S-][Si](C)(C)C)<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,IYUDUB,C[Si](C)(C)S.C[Si](C)(C)S.c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Ni,4.0,+2,1
c1ccc(P2(c3ccccc3)c3ccccc3P(c3ccccc3)(c3ccccc3)->[Pt+2]<-23<-[S-][C-]->3([C+]2[CH+][CH+][CH+][CH-][CH-]2)[C-]2[CH+][CH+][CH-][CH-][CH-]2)cc1,IHETUL,S=C(c1ccccc1)c1ccccc1.c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,Pt,4.0,+2,1
Cc12->[Ru+2]34567(<-[CH2-]CC[CH2-]->3)(<-c1(C)c->4(C)c->5(C)c->6(C)c->72C)<-P(C)(c1ccccc1)c1ccccc1,KEKFUB,CCCC.CP(c1ccccc1)c1ccccc1.Cc1c(C)c(C)c(C)c(C)c1C,Ru,9.0,+2,1
Cc1ccc(P(c2ccc(C)cc2)(c2ccc(C)cc2)->[Pd+2]23<-S=c4cccc[c-]4P->2(c2ccccc2)c2ccccc2[S-]->3)cc1,NEZQOZ,Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1.Sc1ccccc1P(c1ccccc1)c1ccccc1S,Pd,4.0,+2,1
C1c2ccccc2[O-]->[Ni+2]2(<-[O-]c3ccccc3C=N->2CCCn2cccc2)<-N=1CCCn1cccc1,TESHUU,Oc1ccccc1C=NCCCn1cccc1.Oc1ccccc1C=NCCCn1cccc1,Ni,4.0,+2,1
CC1C(C)=N(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)->[Pt+2](<-[c-]2ccccc2C)(<-[c-]2ccccc2C)<-N=1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,RAKPIC,CC(=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cc1ccccc1.Cc1ccccc1,Pt,4.0,+2,1
CCS(CC)->[Pt+2](<-[c-]1ccccc1C)(<-[c-]1ccccc1C)<-S(CC)CC,NEMWAG,CCSCC.CCSCC.Cc1ccccc1.Cc1ccccc1,Pt,4.0,+2,1
CC1(C)CN2Cc3ccccn3->[Zn+2]<-234(<-[O-][N+](=O)[O-]->3)<-n2ccccc2CN->4C1,NEVHAZ,CC(C)(CNCc1ccccn1)CNCc1ccccn1.O=N(O)O,Zn,6.0,+2,1
O=[N+]1[O-]->[Zn+2]2(<-[O-]1)(<-[O-][N+](=O)[O-]->2)(<-n1ccc(-c2nc3ccccc3o2)cc1)<-n1ccc(-c2nc3ccccc3o2)cc1,FAXSIJ,O=N(O)O.O=N(O)O.c1ccc2c(c1)N=C(c1ccncc1)O2.c1ccc2c(c1)N=C(c1ccncc1)O2,Zn,6.0,+2,1
O=[N+]1[O-]->[Cd+2]23(<-[O-]N=C=S)(<-[O-]1)<-n1c(CN(Cc4[nH]c5ccccc5n->24)Cc2[nH]c4ccccc4n->32)[nH]c2ccccc21,KAFVAQ,N=C=S.O.O=[N+]([O-])O.c1ccc2[nH]c(CN(Cc3nc4ccccc4[nH]3)Cc3nc4ccccc4[nH]3)nc2c1,Cd,7.0,+2,1
COC(=O)C12CN3(C)->[Zn+2]45(<-[O-][N+](=O)[O-]->4)<-n4ccccc4C1N(C)C(c1ccccn->51)C(C(=O)OC)(C3)C2(O)O,XUQCUH,COC(=O)C12CN(C)CC(C(=O)OC)(C(c3ccccn3)N(C)C1c1ccccn1)C2(O)O.O=N(O)O,Zn,6.0,+2,1
Cc1cc(C)n2->[Cd+2]345(<-[O-][N+](=O)[O-]->3)(<-[O-][N+](=O)[O-]->4)<-n3c(C)cc(C)n3CN(Cn12)Cn1c(C)cc(C)n->51,DAYTOM,Cc1cc(C)n(CN(Cn2nc(C)cc2C)Cn2nc(C)cc2C)n1.O=N(O)O.O=[N+]([O-])O,Cd,7.0,+2,1
O=[N+]1[O-]->[Cd+2]234(<-[O-]1)<-n1ccccc1CN->2(CCN->3(Cc1ccccn1)Cc1ccccn->41)Cc1ccccn1,MUDZEQ,O=[N+]([O-])O.c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1,Cd,7.0,+2,1
CN(C)C(NN=Cc1ccccc1)=S->[Hg+2]1(<-[O-][N+](=O)[O-]->1)<-S=C(NN=Cc1ccccc1)N(C)C,GUTKUC,CN(C)C(=S)NN=Cc1ccccc1.CN(C)C(=S)NN=Cc1ccccc1.O=N(O)O,Hg,6.0,+2,1
O=[N+]1[O-]->[Zn+2](<-[O-]1)(<-n1c(CO)[nH]c2ccccc21)<-n1c(CO)[nH]c2ccccc21,METWEO,O=N(O)O.OCC1=Nc2ccccc2N1.OCC1=Nc2ccccc2N1,Zn,6.0,+2,1
O=[N+]1[O-]->[Cd+2]23(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-[N-]1CCN(Cc2ccccc2)CC[N-]->3C[C+]2C=CC=CC2=[O+]CCOc2ccccc2C1,IPIPUS,O=N(O)O.O=N(O)O.c1ccc(CN2CCNCc3ccccc3OCCOc3ccccc3CNCC2)cc1,Cd,7.0,+2,1
O=[N+]1[O-]->[Cd+2]234(<-[O-]1)<-N1CCCN->2Cc2ccccc2N->3CCN->4c2ccccc2C1,SIJBES,O=N(O)O.c1ccc2c(c1)CNCCCNCc1ccccc1NCCN2,Cd,6.0,+2,1
Cc1cc(C(C)(C)C)n2->[Ni+2]34(<-[O-][N+](=O)[O-]->3)<-n3c(C(C)(C)C)cc(C)n3[BH-](n12)n1c(C)cc(C(C)(C)C)n->41,JAFZEY,Cc1cc(C(C)(C)C)nn1[BH](n1nc(C(C)(C)C)cc1C)n1nc(C(C)(C)C)cc1C.O=N(O)O,Ni,5.0,+2,1
O=[N+]1[O-]->[Cd+2]234(<-[O-]1)<-n1c5cccc1COc1ccccc1CN->2CCN->3CCN->4Cc1ccccc1OC5,MOBJES,O=N(O)O.c1cc2nc(c1)COc1ccccc1CNCCNCCNCc1ccccc1OC2,Cd,8.0,+2,1
O=[N+]1[O-]->[Cd+2]234(<-[O-]1)(<-[O-][N+](=O)[O-]->2)(<-n1cccn1CCCn1cccn->31)<-n1cccn1CCCn1cccn->41,MUSQAS,C1=CN(CCCN2C=CC=N2)N=C1.C1=CN(CCCN2C=CC=N2)N=C1.O=N(O)O.O=N(O)O,Cd,8.0,+2,1
O=[N+]1[O-]->[Zn+2]234(<-[O-]1)<-N1CCN->2CCN->3(c2ccccn2)CCN->4CC1,RAJHIU,O=[N+]([O-])O.c1ccc(N2CCNCCNCCNCC2)nc1,Zn,5.0,+2,1
O=[N+]1[O-]->[Zn+2]234(<-Nc5ccccc5CN->2CCN->3Cc2ccccc2N->4)<-[O-]1,XEHYOB,Nc1ccccc1CNCCNCc1ccccc1N.O=N(O)O,Zn,6.0,+2,1
C[N+]([O-])=Cc1ccccn1->[Cd+2]12(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1C=[N+](C)[O-],CEKWEX,C[N+]([O-])=Cc1ccccn1.C[N+]([O-])=Cc1ccccn1.O=[N+]([O-])O.O=[N+]([O-])O,Cd,6.0,+2,1
Cc1cc(C)c(-n2ccn3[BH2-]n4ccn(-c5c(C)cc(C)cc5C)c4=S->[Zn+2]4(<-[O-][N+](=O)[O-]->4)<-S=c32)c(C)c1,HUDZUB,O=N(O)O.[H][BH](n1ccn(c2c(C)cc(C)cc2C)c1S)n1ccn(c2c(C)cc(C)cc2C)c1S,Zn,5.0,+2,1
Cc1cc(C(F)(F)C(F)(F)C(F)(F)F)n2->[Zn+2]34(<-[O-][N+](=O)[O-]->3)<-n3c(C(F)(F)C(F)(F)C(F)(F)F)cc(C)n3[BH-](n12)n1c(C)cc(C(F)(F)C(F)(F)C(F)(F)F)n->41,TUJJOY,CC1=CC(C(F)(F)C(F)(F)C(F)(F)F)=NN1[BH](N1N=C(C(F)(F)C(F)(F)C(F)(F)F)C=C1C)N1N=C(C(F)(F)C(F)(F)C(F)(F)F)C=C1C.O=N(O)O,Zn,5.0,+2,1
Cc1c(C)c2(C)->[Ru+2]3456(<-[O-][N+](=O)[O-]->3)(<-[O-][N+](=O)[O-]->4)<-c1(C)c->5(C)c->62C,CETKES,Cc1c(C)c(C)c(C)c(C)c1C.O=N(O)O.O=[N+]([O-])O,Ru,9.0,+2,1
O=[N+]1[O-]->[Cd+2]2(<-[O-]1)(<-[O-][N+](=O)[O-]->2)(<-N1=C(n2cccn2)SCC1)<-N1=C(n2cccn2)SCC1,RALLAT,C1=CN(C2=NCCS2)N=C1.C1=CN(C2=NCCS2)N=C1.O=N(O)O.O=N(O)O,Cd,8.0,+2,1
CC(C)c1cc(C(C)C)n2->[Zn+2]34(<-[O-][N+](=O)[O-]->3)<-n3c(C(C)C)cc(C(C)C)n3[BH-](n12)n1c(C(C)C)cc(C(C)C)n->41,HOZGOT,CC(C)c1cc(C(C)C)n([BH](n2nc(C(C)C)cc2C(C)C)n2nc(C(C)C)cc2C(C)C)n1.O=N(O)O,Zn,5.0,+2,1
CCS(=O)(=O)CCn1c([N+](=O)[O-])cn(->[Zn+2]23(<-[O-][N+](=O)[O-]->2)(<-[O-][N+](=O)[O-]->3)<-n2cc([N+](=O)[O-])n(CCS(=O)(=O)CC)c2C)c1C,MEWSAL,CCS(=O)(=O)CCN1C([N+](=O)[O-])=CN=C1C.CCS(=O)(=O)CCN1C([N+](=O)[O-])=CN=C1C.O=N(O)O.O=N(O)O,Zn,6.0,+2,1
Cc1ccc(-c2nc(-c3ccccn3->[Cd+2]34(<-[O-][N+](=O)[O-]->3)(<-[O-][N+](=O)[O-]->4)<-n3ccccc3-c3n[nH]c(-c4ccc(C)cc4)n3)n[nH]2)cc1,WAPROX,Cc1ccc(-c2nc(-c3ccccn3)n[nH]2)cc1.Cc1ccc(-c2nc(-c3ccccn3)n[nH]2)cc1.O=[N+]([O-])O.O=[N+]([O-])O,Cd,6.0,+2,1
O=C1c2cccc3C([O-])=N(C4=[S+]CCN4)->[Cd+2]45(<-[O-][N+](=O)[O-]->4)(<-[O-][N+](=O)[O-]->5)(<-N1=C1NCCS1)<-n23,HOHHOD,O=C([N-]C1=[NH+]CCS1)c1cccc(C(=O)[N-]C2=[NH+]CCS2)n1.O=N(O)O.O=N(O)O,Cd,7.0,+2,1
O=[N+]1[O-]->[Cd+2]23(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-N1CCN2CCN4C5NCCN->36CCN(C1C24)C56,VAJTAB,C1CN2CCN3C4NCCN5CCN(C(N1)C23)C45.O=N(O)O.O=N(O)O,Cd,8.0,+2,1
CN(C)c1ccn(->[Ni+2]23<-[O-]C(=CC(=N->2N=C([O-]->3)c2ccccc2)C(F)(F)F)c2cccs2)cc1,SOBKAX,CN(C)c1ccncc1.OC(=CC(=NN=C(O)c1ccccc1)C(F)(F)F)c1cccs1,Ni,4.0,+2,1
NC1c2ccccn2->[Zn+2]23(<-[O-][N+](=O)[O-]->2)(<-N=1O)<-N(O)=C(N)c1ccccn->31,UZIDAJ,NC(=NO)c1ccccn1.NC(=NO)c1ccccn1.O=[N+]([O-])O,Zn,5.0,+2,1
O=[N+]1[O-]->[Cd+2]23(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1C[Se]Cc1ccccn->31,UYOGIA,O=N(O)O.O=N(O)O.c1ccc(C[Se]Cc2ccccn2)nc1,Cd,7.0,+2,1
Cc1cccc[c-]1->[Pt+2]12<-[c-]3cc(Cl)ccc3C=N->1CCN->2(C)C,NEMWEK,CN(C)CCN=Cc1ccc(Cl)cc1.Cc1ccccc1,Pt,4.0,+2,1
Cc1cc(C)n2->[Zn+2]34(<-[O-][N+](=O)[O-]->3)(<-[O-][N+](=O)[O-]->4)<-n3ccccc3Cn12,DEHKIM,CC1=CC(C)=NN1Cc1ccccn1.O=N(O)O.O=N(O)O,Zn,6.0,+2,1
NC(N)=S->[Zn+2]12(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)<-S=C(N)N,UCASOG,NC(N)=S.NC(N)=S.O=[N+]([O-])O.O=[N+]([O-])O,Zn,4.0,+2,1
O=[N+]1[O-]->[Zn+2]23(<-[O-]1)(<-N(=Cc1ccc4ccccc4n->21)c1ccccc1)<-N(=Cc1ccc2ccccc2n->31)c1ccccc1,TEVHAG,C(=Nc1ccccc1)c1ccc2ccccc2n1.C(=Nc1ccccc1)c1ccc2ccccc2n1.O=[N+]([O-])O,Zn,5.0,+2,1
CC1c2ccccn2->[Cd+2]23(<-O=[N+]([O-])O[O-]->2)(<-[O-][N+](=O)[O-]->3)<-N=1NC(=O)c1ccccc1N,DUFNAV,CC(=NNC(=O)c1ccccc1N)c1ccccn1.O.O=N(O)O.O=[N+]([O-])O,Cd,7.0,+2,1
O=[N+]1[O-]->[Cd+2]23(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1CN1CCN(Cc2ccccn->32)CC1,BIKDUU,O=N(O)O.O=N(O)O.c1ccc(CN2CCN(Cc3ccccn3)CC2)nc1,Cd,8.0,+2,1
COC1=CC=CC(=CNc2ccc(C)cc2)C1=O->[Cd+2]12(<-O=C3C(=CNc4ccc(C)cc4)C=CC=C3OC)(<-[O-][N+](=O)[O-]->1)<-[O-][N+](=O)[O-]->2,IFUJUP,COc1cccc(C=[NH]c2ccc(C)cc2)c1O.COc1cccc(C=[NH]c2ccc(C)cc2)c1O.O=N(O)O.O=N(O)O,Cd,8.0,+2,1
Cc1cccc[c-]1->[Ni+2]12<-[O-]C(=Cc3cccc(-n4c(C)cc(C)n->14)n->23)c1ccccc1,NINNOO,Cc1cc(C)n(-c2cccc(C=C(O)c3ccccc3)n2)n1.Cc1ccccc1,Ni,4.0,+2,1
Cc1cc(C2n3c(C)cc(C)n3->[Zn+2]34(<-[O-][N+](=O)[O-]->3)(<-[O-][N+](=O)[O-]->4)<-n3c(C)cc(C)n32)c(O)c(C(C)(C)C)c1,EJUJEY,CC1=CC(C)=NN1C(c1cc(C)cc(C(C)(C)C)c1O)N1N=C(C)C=C1C.O=N(O)O.O=N(O)O,Zn,6.0,+2,1
O=[N+]1[O-]->[Zn+2]23(<-O=C(CN(Cc4ccccn->24)Cc2ccccn->32)Nc2cccc3ccccc23)<-[O-]1,XEKGEB,O=C(CN(Cc1ccccn1)Cc1ccccn1)Nc1cccc2ccccc12.O=[N+]([O-])O,Zn,5.0,+2,1
O=[N+]1[O-]->[Zn+2]23(<-[O-]1)<-OCCOCCN(Cc1ccccn->21)Cc1ccccn->31,AXIJAS,O=[N+]([O-])O.OCCOCCN(Cc1ccccn1)Cc1ccccn1,Zn,6.0,+2,1
CNC(=S)NN1=C(C)C(C)=NNc2ccccn2->[Cd+2]<-123(<-[O-][N+](=O)[O-]->2)<-[O-][N+](=O)[O-]->3,NALNAR,CNC(=S)NN=C(C)C(C)=NNc1ccccn1.O=N(O)O.O=N(O)O,Cd,8.0,+2,1
CCOC(=O)Cc1n[nH]c2-c3ccccn3->[Zn+2]34(<-[O-][N+](=O)[O-]->3)(<-n3ccccc3-c3n[nH]c(CC(=O)OCC)n->43)<-n12,ZERHAH,CCOC(=O)CC1=NC(c2ccccn2)=NN1.CCOC(=O)CC1=NNC(c2ccccn2)=N1.O=N(O)O,Zn,6.0,+2,1
O=[N+]1[O-]->[Cd+2]234(<-NCCCN->25CCS->3CCOCCS->4CC5)<-[O-]1,DAVHUE,NCCCN1CCSCCOCCSCC1.O=[N+]([O-])O,Cd,6.0,+2,1
O=[N+]1[O-]->[Zn+2]234(<-[O-]1)<-n1ccccc1CCN->2CCCN->3CCc1ccccn->41,COFDOT,O=N(O)O.c1ccc(CCNCCCNCCc2ccccn2)nc1,Zn,6.0,+2,1
Cc1cc(C(F)(F)C(F)(F)C(F)(F)F)nn1[BH-]1n2c(C)cc(C(F)(F)C(F)(F)C(F)(F)F)n2->[Ni+2]2(<-[O-][N+](=O)[O-]->2)<-n2c(C(F)(F)C(F)(F)C(F)(F)F)cc(C)n21,TUJJEO,CC1=CC(C(F)(F)C(F)(F)C(F)(F)F)=NN1[BH](N1N=C(C(F)(F)C(F)(F)C(F)(F)F)C=C1C)N1N=C(C(F)(F)C(F)(F)C(F)(F)F)C=C1C.O=N(O)O,Ni,5.0,+2,1
O=[N+]1[O-]->[Cd+2]234(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1Nc1cccc(Nc2ccccn->32)n->41,QANZOV,O=N(O)O.O=N(O)O.c1ccc(Nc2cccc(Nc3ccccn3)n2)nc1,Cd,7.0,+2,1
CC1CN2->[Cd+2]345(<-[O-][N+](=O)[O-]->3)<-N1C(C)CC(C)(C)N->4CC(C)N->5C(C)CC2(C)C,MAKPOF,CC1CNC(C)(C)CC(C)NC(C)CNC(C)(C)CC(C)N1.O=N(O)O,Cd,6.0,+2,1
O=[N+]1[O-]->[Zn+2]2(<-[O-]1)(<-[O-][N+](=O)[O-]->2)(<-n1c(-c2ccco2)n(Cc2ccco2)c2ccccc21)<-n1c(-c2ccco2)n(Cc2ccco2)c2ccccc21,TICMOJ,O=[N+]([O-])O.O=[N+]([O-])O.c1coc(Cn2c(-c3ccco3)nc3ccccc32)c1.c1coc(Cn2c(-c3ccco3)nc3ccccc32)c1,Zn,4.0,+2,1
O=[N+]1[O-]->[Zn+2]23(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1N(Cc1ccccc1)c1ccccn->31,YAMXAO,O=N(O)O.O=N(O)O.c1ccc(CN(c2ccccn2)c2ccccn2)cc1,Zn,6.0,+2,1
CC1=N2->[Zn+2]34(<-[O-][N+](=O)[O-]->3)(<-N3=C(C)N(C)C(=O)C3=Cc3ccccn->43)<-n3ccccc3C=C2C(=O)N1C,CUTQIS,CC1=NC(=Cc2ccccn2)C(=O)N1C.CC1=NC(=Cc2ccccn2)C(=O)N1C.O=N(O)O,Zn,6.0,+2,1
O=[N+]1[O-]->[Zn+2]23(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-n1cn(CCOCCOCCn2cn->3c3ccccc32)c2ccccc21,PAMBEM,O=[N+]([O-])O.O=[N+]([O-])O.c1ccc2c(c1)ncn2CCOCCOCCn1cnc2ccccc21,Zn,4.0,+2,1
Nc1ccc(N2=Cc3ccccn3->[Cd+2]<-234(<-[O-][N+](=O)[O-]->3)<-N(=Cc2ccccn->42)c2ccc(N)cc2)cc1,PIVFUY,Nc1ccc(N=Cc2ccccn2)cc1.Nc1ccc(N=Cc2ccccn2)cc1.O=N(O)O,Cd,6.0,+2,1
